CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0022000006459512WH;18/09/2016;17;0,163;R;
ES0022000006459512WH;18/09/2016;18;0,461;R;
ES0022000006459512WH;18/09/2016;19;0,869;R;
ES0022000006459512WH;18/09/2016;20;0,693;R;
ES0022000006459512WH;18/09/2016;21;0,086;R;
ES0022000006459512WH;18/09/2016;22;0,084;R;
ES0022000006459512WH;18/09/2016;23;0,177;R;
ES0022000006459512WH;18/09/2016;24;0,112;R;
ES0022000006459512WH;19/09/2016;1;0,169;R;
ES0022000006459512WH;19/09/2016;2;0,13;R;
ES0022000006459512WH;19/09/2016;3;0,096;R;
ES0022000006459512WH;19/09/2016;4;0,092;R;
ES0022000006459512WH;19/09/2016;5;0,072;R;
ES0022000006459512WH;19/09/2016;6;0,333;R;
ES0022000006459512WH;19/09/2016;7;0,502;R;
ES0022000006459512WH;19/09/2016;8;0,174;R;
ES0022000006459512WH;19/09/2016;9;0,09;R;
ES0022000006459512WH;19/09/2016;10;0,102;R;
ES0022000006459512WH;19/09/2016;11;0,098;R;
ES0022000006459512WH;19/09/2016;12;0,096;R;
ES0022000006459512WH;19/09/2016;13;0,04;R;
ES0022000006459512WH;19/09/2016;14;0,033;R;
ES0022000006459512WH;19/09/2016;15;0,032;R;
ES0022000006459512WH;19/09/2016;16;0,032;R;
ES0022000006459512WH;19/09/2016;17;0,097;R;
ES0022000006459512WH;19/09/2016;18;0,105;R;
ES0022000006459512WH;19/09/2016;19;0,107;R;
ES0022000006459512WH;19/09/2016;20;0,109;R;
ES0022000006459512WH;19/09/2016;21;0,134;R;
ES0022000006459512WH;19/09/2016;22;0,619;R;
ES0022000006459512WH;19/09/2016;23;0,17;R;
ES0022000006459512WH;19/09/2016;24;0,121;R;
ES0022000006459512WH;20/09/2016;1;0,07;R;
ES0022000006459512WH;20/09/2016;2;0,051;R;
ES0022000006459512WH;20/09/2016;3;0,095;R;
ES0022000006459512WH;20/09/2016;4;0,026;R;
ES0022000006459512WH;20/09/2016;5;0,026;R;
ES0022000006459512WH;20/09/2016;6;1,05;R;
ES0022000006459512WH;20/09/2016;7;1,162;R;
ES0022000006459512WH;20/09/2016;8;0,083;R;
ES0022000006459512WH;20/09/2016;9;0,088;R;
ES0022000006459512WH;20/09/2016;10;0,066;R;
ES0022000006459512WH;20/09/2016;11;0,034;R;
ES0022000006459512WH;20/09/2016;12;0,058;R;
ES0022000006459512WH;20/09/2016;13;0,093;R;
ES0022000006459512WH;20/09/2016;14;0,033;R;
ES0022000006459512WH;20/09/2016;15;0,032;R;
ES0022000006459512WH;20/09/2016;16;0,106;R;
ES0022000006459512WH;20/09/2016;17;0,043;R;
ES0022000006459512WH;20/09/2016;18;0,033;R;
ES0022000006459512WH;20/09/2016;19;0,12;R;
ES0022000006459512WH;20/09/2016;20;0,661;R;
ES0022000006459512WH;20/09/2016;21;0,776;R;
ES0022000006459512WH;20/09/2016;22;0,469;R;
ES0022000006459512WH;20/09/2016;23;0,196;R;
ES0022000006459512WH;20/09/2016;24;0,09;R;
ES0022000006459512WH;21/09/2016;1;0,12;R;
ES0022000006459512WH;21/09/2016;2;0,061;R;
ES0022000006459512WH;21/09/2016;3;0,027;R;
ES0022000006459512WH;21/09/2016;4;0,076;R;
ES0022000006459512WH;21/09/2016;5;0,064;R;
ES0022000006459512WH;21/09/2016;6;0,893;R;
ES0022000006459512WH;21/09/2016;7;0,816;R;
ES0022000006459512WH;21/09/2016;8;0,14;R;
ES0022000006459512WH;21/09/2016;9;0,098;R;
ES0022000006459512WH;21/09/2016;10;0,081;R;
ES0022000006459512WH;21/09/2016;11;0,059;R;
ES0022000006459512WH;21/09/2016;12;0,031;R;
ES0022000006459512WH;21/09/2016;13;0,097;R;
ES0022000006459512WH;21/09/2016;14;0,043;R;
ES0022000006459512WH;21/09/2016;15;0,032;R;
ES0022000006459512WH;21/09/2016;16;0,103;R;
ES0022000006459512WH;21/09/2016;17;0,039;R;
ES0022000006459512WH;21/09/2016;18;0,031;R;
ES0022000006459512WH;21/09/2016;19;0,127;R;
ES0022000006459512WH;21/09/2016;20;0,11;R;
ES0022000006459512WH;21/09/2016;21;0,183;R;
ES0022000006459512WH;21/09/2016;22;0,219;R;
ES0022000006459512WH;21/09/2016;23;0,132;R;
ES0022000006459512WH;21/09/2016;24;0,122;R;
ES0022000006459512WH;22/09/2016;1;0,17;R;
ES0022000006459512WH;22/09/2016;2;0,072;R;
ES0022000006459512WH;22/09/2016;3;0,047;R;
ES0022000006459512WH;22/09/2016;4;0,113;R;
ES0022000006459512WH;22/09/2016;5;0,071;R;
ES0022000006459512WH;22/09/2016;6;0,977;R;
ES0022000006459512WH;22/09/2016;7;1,098;R;
ES0022000006459512WH;22/09/2016;8;0,16;R;
ES0022000006459512WH;22/09/2016;9;0,095;R;
ES0022000006459512WH;22/09/2016;10;0,075;R;
ES0022000006459512WH;22/09/2016;11;0,082;R;
ES0022000006459512WH;22/09/2016;12;0,032;R;
ES0022000006459512WH;22/09/2016;13;0,058;R;
ES0022000006459512WH;22/09/2016;14;0,1;R;
ES0022000006459512WH;22/09/2016;15;0,032;R;
ES0022000006459512WH;22/09/2016;16;0,034;R;
ES0022000006459512WH;22/09/2016;17;0,109;R;
ES0022000006459512WH;22/09/2016;18;0,042;R;
ES0022000006459512WH;22/09/2016;19;0,042;R;
ES0022000006459512WH;22/09/2016;20;0,137;R;
ES0022000006459512WH;22/09/2016;21;0,096;R;
ES0022000006459512WH;22/09/2016;22;0,102;R;
ES0022000006459512WH;22/09/2016;23;0,167;R;
ES0022000006459512WH;22/09/2016;24;0,109;R;
ES0022000006459512WH;23/09/2016;1;0,044;R;
ES0022000006459512WH;23/09/2016;2;0,078;R;
ES0022000006459512WH;23/09/2016;3;0,059;R;
ES0022000006459512WH;23/09/2016;4;0,026;R;
ES0022000006459512WH;23/09/2016;5;0,069;R;
ES0022000006459512WH;23/09/2016;6;1,045;R;
ES0022000006459512WH;23/09/2016;7;1,13;R;
ES0022000006459512WH;23/09/2016;8;0,136;R;
ES0022000006459512WH;23/09/2016;9;0,156;R;
ES0022000006459512WH;23/09/2016;10;0,035;R;
ES0022000006459512WH;23/09/2016;11;0,074;R;
ES0022000006459512WH;23/09/2016;12;0,077;R;
ES0022000006459512WH;23/09/2016;13;0,036;R;
ES0022000006459512WH;23/09/2016;14;0,07;R;
ES0022000006459512WH;23/09/2016;15;0,08;R;
ES0022000006459512WH;23/09/2016;16;0,123;R;
ES0022000006459512WH;23/09/2016;17;0,108;R;
ES0022000006459512WH;23/09/2016;18;0,087;R;
ES0022000006459512WH;23/09/2016;19;0,111;R;
ES0022000006459512WH;23/09/2016;20;0,208;R;
ES0022000006459512WH;23/09/2016;21;0,126;R;
ES0022000006459512WH;23/09/2016;22;0,142;R;
ES0022000006459512WH;23/09/2016;23;0,333;R;
ES0022000006459512WH;23/09/2016;24;0,186;R;
ES0022000006459512WH;24/09/2016;1;0,147;R;
ES0022000006459512WH;24/09/2016;2;0,139;R;
ES0022000006459512WH;24/09/2016;3;0,038;R;
ES0022000006459512WH;24/09/2016;4;0,068;R;
ES0022000006459512WH;24/09/2016;5;0,068;R;
ES0022000006459512WH;24/09/2016;6;0,966;R;
ES0022000006459512WH;24/09/2016;7;0,62;R;
ES0022000006459512WH;24/09/2016;8;0,053;R;
ES0022000006459512WH;24/09/2016;9;0,029;R;
ES0022000006459512WH;24/09/2016;10;0,094;R;
ES0022000006459512WH;24/09/2016;11;0,109;R;
ES0022000006459512WH;24/09/2016;12;0,278;R;
ES0022000006459512WH;24/09/2016;13;0,178;R;
ES0022000006459512WH;24/09/2016;14;0,583;R;
ES0022000006459512WH;24/09/2016;15;1,411;R;
ES0022000006459512WH;24/09/2016;16;0,984;R;
ES0022000006459512WH;24/09/2016;17;0,116;R;
ES0022000006459512WH;24/09/2016;18;0,154;R;
ES0022000006459512WH;24/09/2016;19;0,074;R;
ES0022000006459512WH;24/09/2016;20;0,11;R;
ES0022000006459512WH;24/09/2016;21;0,105;R;
ES0022000006459512WH;24/09/2016;22;0,225;R;
ES0022000006459512WH;24/09/2016;23;0,221;R;
ES0022000006459512WH;24/09/2016;24;0,119;R;
ES0022000006459512WH;25/09/2016;1;0,161;R;
ES0022000006459512WH;25/09/2016;2;0,135;R;
ES0022000006459512WH;25/09/2016;3;0,039;R;
ES0022000006459512WH;25/09/2016;4;0,091;R;
ES0022000006459512WH;25/09/2016;5;0,063;R;
ES0022000006459512WH;25/09/2016;6;0,928;R;
ES0022000006459512WH;25/09/2016;7;0,512;R;
ES0022000006459512WH;25/09/2016;8;0,053;R;
ES0022000006459512WH;25/09/2016;9;0,026;R;
ES0022000006459512WH;25/09/2016;10;0,091;R;
ES0022000006459512WH;25/09/2016;11;0,196;R;
ES0022000006459512WH;25/09/2016;12;0,278;R;
ES0022000006459512WH;25/09/2016;13;0,225;R;
ES0022000006459512WH;25/09/2016;14;0,1;R;
ES0022000006459512WH;25/09/2016;15;0,671;R;
ES0022000006459512WH;25/09/2016;16;0,139;R;
ES0022000006459512WH;25/09/2016;17;0,068;R;
ES0022000006459512WH;25/09/2016;18;0,085;R;
ES0022000006459512WH;25/09/2016;19;0,189;R;
ES0022000006459512WH;25/09/2016;20;0,654;R;
ES0022000006459512WH;25/09/2016;21;0,422;R;
ES0022000006459512WH;25/09/2016;22;0,209;R;
ES0022000006459512WH;25/09/2016;23;0,277;R;
ES0022000006459512WH;25/09/2016;24;0,147;R;
ES0022000006459512WH;26/09/2016;1;0,156;R;
ES0022000006459512WH;26/09/2016;2;0,044;R;
ES0022000006459512WH;26/09/2016;3;0,029;R;
ES0022000006459512WH;26/09/2016;4;0,09;R;
ES0022000006459512WH;26/09/2016;5;0,052;R;
ES0022000006459512WH;26/09/2016;6;0,865;R;
ES0022000006459512WH;26/09/2016;7;0,821;R;
ES0022000006459512WH;26/09/2016;8;0,182;R;
ES0022000006459512WH;26/09/2016;9;0,067;R;
ES0022000006459512WH;26/09/2016;10;0,085;R;
ES0022000006459512WH;26/09/2016;11;0,061;R;
ES0022000006459512WH;26/09/2016;12;0,031;R;
ES0022000006459512WH;26/09/2016;13;0,091;R;
ES0022000006459512WH;26/09/2016;14;0,055;R;
ES0022000006459512WH;26/09/2016;15;0,032;R;
ES0022000006459512WH;26/09/2016;16;0,092;R;
ES0022000006459512WH;26/09/2016;17;0,056;R;
ES0022000006459512WH;26/09/2016;18;0,032;R;
ES0022000006459512WH;26/09/2016;19;0,092;R;
ES0022000006459512WH;26/09/2016;20;0,191;R;
ES0022000006459512WH;26/09/2016;21;0,108;R;
ES0022000006459512WH;26/09/2016;22;0,185;R;
ES0022000006459512WH;26/09/2016;23;0,056;R;
ES0022000006459512WH;26/09/2016;24;0,069;R;
ES0022000006459512WH;27/09/2016;1;0,146;R;
ES0022000006459512WH;27/09/2016;2;0,035;R;
ES0022000006459512WH;27/09/2016;3;0,03;R;
ES0022000006459512WH;27/09/2016;4;0,102;R;
ES0022000006459512WH;27/09/2016;5;0,03;R;
ES0022000006459512WH;27/09/2016;6;0,988;R;
ES0022000006459512WH;27/09/2016;7;0,67;R;
ES0022000006459512WH;27/09/2016;8;0,053;R;
ES0022000006459512WH;27/09/2016;9;0,05;R;
ES0022000006459512WH;27/09/2016;10;0,108;R;
ES0022000006459512WH;27/09/2016;11;0,091;R;
ES0022000006459512WH;27/09/2016;12;0,139;R;
ES0022000006459512WH;27/09/2016;13;0,094;R;
ES0022000006459512WH;27/09/2016;14;0,031;R;
ES0022000006459512WH;27/09/2016;15;0,176;R;
ES0022000006459512WH;27/09/2016;16;1,099;R;
ES0022000006459512WH;27/09/2016;17;0,151;R;
ES0022000006459512WH;27/09/2016;18;0,113;R;
ES0022000006459512WH;27/09/2016;19;0,117;R;
ES0022000006459512WH;27/09/2016;20;0,049;R;
ES0022000006459512WH;27/09/2016;21;0,223;R;
ES0022000006459512WH;27/09/2016;22;0,349;R;
ES0022000006459512WH;27/09/2016;23;0,125;R;
ES0022000006459512WH;27/09/2016;24;0,107;R;
ES0022000006459512WH;28/09/2016;1;0,12;R;
ES0022000006459512WH;28/09/2016;2;0,028;R;
ES0022000006459512WH;28/09/2016;3;0,059;R;
ES0022000006459512WH;28/09/2016;4;0,079;R;
ES0022000006459512WH;28/09/2016;5;0,026;R;
ES0022000006459512WH;28/09/2016;6;1,058;R;
ES0022000006459512WH;28/09/2016;7;1,196;R;
ES0022000006459512WH;28/09/2016;8;0,089;R;
ES0022000006459512WH;28/09/2016;9;0,091;R;
ES0022000006459512WH;28/09/2016;10;0,058;R;
ES0022000006459512WH;28/09/2016;11;0,033;R;
ES0022000006459512WH;28/09/2016;12;0,088;R;
ES0022000006459512WH;28/09/2016;13;0,058;R;
ES0022000006459512WH;28/09/2016;14;0,033;R;
ES0022000006459512WH;28/09/2016;15;0,086;R;
ES0022000006459512WH;28/09/2016;16;0,063;R;
ES0022000006459512WH;28/09/2016;17;0,035;R;
ES0022000006459512WH;28/09/2016;18;0,081;R;
ES0022000006459512WH;28/09/2016;19;0,067;R;
ES0022000006459512WH;28/09/2016;20;0,032;R;
ES0022000006459512WH;28/09/2016;21;0,153;R;
ES0022000006459512WH;28/09/2016;22;0,116;R;
ES0022000006459512WH;28/09/2016;23;0,068;R;
ES0022000006459512WH;28/09/2016;24;0,124;R;
ES0022000006459512WH;29/09/2016;1;0,104;R;
ES0022000006459512WH;29/09/2016;2;0,059;R;
ES0022000006459512WH;29/09/2016;3;0,089;R;
ES0022000006459512WH;29/09/2016;4;0,05;R;
ES0022000006459512WH;29/09/2016;5;0,027;R;
ES0022000006459512WH;29/09/2016;6;1,052;R;
ES0022000006459512WH;29/09/2016;7;1,103;R;
ES0022000006459512WH;29/09/2016;8;0,198;R;
ES0022000006459512WH;29/09/2016;9;0,106;R;
ES0022000006459512WH;29/09/2016;10;0,034;R;
ES0022000006459512WH;29/09/2016;11;0,055;R;
ES0022000006459512WH;29/09/2016;12;0,093;R;
ES0022000006459512WH;29/09/2016;13;0,034;R;
ES0022000006459512WH;29/09/2016;14;0,057;R;
ES0022000006459512WH;29/09/2016;15;0,089;R;
ES0022000006459512WH;29/09/2016;16;0,031;R;
ES0022000006459512WH;29/09/2016;17;0,059;R;
ES0022000006459512WH;29/09/2016;18;0,093;R;
ES0022000006459512WH;29/09/2016;19;0,057;R;
ES0022000006459512WH;29/09/2016;20;0,113;R;
ES0022000006459512WH;29/09/2016;21;0,309;R;
ES0022000006459512WH;29/09/2016;22;0,185;R;
ES0022000006459512WH;29/09/2016;23;0,109;R;
ES0022000006459512WH;29/09/2016;24;0,405;R;
ES0022000006459512WH;30/09/2016;1;0,061;R;
ES0022000006459512WH;30/09/2016;2;0,057;R;
ES0022000006459512WH;30/09/2016;3;0,083;R;
ES0022000006459512WH;30/09/2016;4;0,026;R;
ES0022000006459512WH;30/09/2016;5;0,057;R;
ES0022000006459512WH;30/09/2016;6;1,027;R;
ES0022000006459512WH;30/09/2016;7;1,056;R;
ES0022000006459512WH;30/09/2016;8;0,259;R;
ES0022000006459512WH;30/09/2016;9;0,058;R;
ES0022000006459512WH;30/09/2016;10;0,032;R;
ES0022000006459512WH;30/09/2016;11;0,09;R;
ES0022000006459512WH;30/09/2016;12;0,054;R;
ES0022000006459512WH;30/09/2016;13;0,032;R;
ES0022000006459512WH;30/09/2016;14;0,092;R;
ES0022000006459512WH;30/09/2016;15;0,054;R;
ES0022000006459512WH;30/09/2016;16;0,032;R;
ES0022000006459512WH;30/09/2016;17;0,093;R;
ES0022000006459512WH;30/09/2016;18;0,06;R;
ES0022000006459512WH;30/09/2016;19;0,059;R;
ES0022000006459512WH;30/09/2016;20;0,247;R;
ES0022000006459512WH;30/09/2016;21;0,054;R;
ES0022000006459512WH;30/09/2016;22;0,036;R;
ES0022000006459512WH;30/09/2016;23;0,25;R;
ES0022000006459512WH;30/09/2016;24;0,337;R;
ES0022000006459512WH;01/10/2016;1;0,191;R;
ES0022000006459512WH;01/10/2016;2;0,177;R;
ES0022000006459512WH;01/10/2016;3;0,07;R;
ES0022000006459512WH;01/10/2016;4;0,027;R;
ES0022000006459512WH;01/10/2016;5;0,072;R;
ES0022000006459512WH;01/10/2016;6;1,056;R;
ES0022000006459512WH;01/10/2016;7;0,675;R;
ES0022000006459512WH;01/10/2016;8;0,064;R;
ES0022000006459512WH;01/10/2016;9;0,068;R;
ES0022000006459512WH;01/10/2016;10;0,025;R;
ES0022000006459512WH;01/10/2016;11;0,092;R;
ES0022000006459512WH;01/10/2016;12;0,189;R;
ES0022000006459512WH;01/10/2016;13;0,055;R;
ES0022000006459512WH;01/10/2016;14;0,088;R;
ES0022000006459512WH;01/10/2016;15;0,232;R;
ES0022000006459512WH;01/10/2016;16;0,282;R;
ES0022000006459512WH;01/10/2016;17;0,124;R;
ES0022000006459512WH;01/10/2016;18;0,117;R;
ES0022000006459512WH;01/10/2016;19;0,07;R;
ES0022000006459512WH;01/10/2016;20;0,088;R;
ES0022000006459512WH;01/10/2016;21;0,15;R;
ES0022000006459512WH;01/10/2016;22;0,443;R;
ES0022000006459512WH;01/10/2016;23;0,174;R;
ES0022000006459512WH;01/10/2016;24;0,057;R;
ES0022000006459512WH;02/10/2016;1;0,104;R;
ES0022000006459512WH;02/10/2016;2;0,042;R;
ES0022000006459512WH;02/10/2016;3;0,041;R;
ES0022000006459512WH;02/10/2016;4;0,099;R;
ES0022000006459512WH;02/10/2016;5;0,025;R;
ES0022000006459512WH;02/10/2016;6;0,951;R;
ES0022000006459512WH;02/10/2016;7;0,571;R;
ES0022000006459512WH;02/10/2016;8;0,025;R;
ES0022000006459512WH;02/10/2016;9;0,044;R;
ES0022000006459512WH;02/10/2016;10;0,235;R;
ES0022000006459512WH;02/10/2016;11;0,064;R;
ES0022000006459512WH;02/10/2016;12;0,071;R;
ES0022000006459512WH;02/10/2016;13;0,109;R;
ES0022000006459512WH;02/10/2016;14;0,651;R;
ES0022000006459512WH;02/10/2016;15;0,198;R;
ES0022000006459512WH;02/10/2016;16;0,078;R;
ES0022000006459512WH;02/10/2016;17;0,053;R;
ES0022000006459512WH;02/10/2016;18;0,113;R;
ES0022000006459512WH;02/10/2016;19;0,068;R;
ES0022000006459512WH;02/10/2016;20;0,072;R;
ES0022000006459512WH;02/10/2016;21;0,172;R;
ES0022000006459512WH;02/10/2016;22;0,45;R;
ES0022000006459512WH;02/10/2016;23;0,166;R;
ES0022000006459512WH;02/10/2016;24;0,162;R;
ES0022000006459512WH;03/10/2016;1;0,073;R;
ES0022000006459512WH;03/10/2016;2;0,038;R;
ES0022000006459512WH;03/10/2016;3;0,104;R;
ES0022000006459512WH;03/10/2016;4;0,032;R;
ES0022000006459512WH;03/10/2016;5;0,027;R;
ES0022000006459512WH;03/10/2016;6;0,968;R;
ES0022000006459512WH;03/10/2016;7;0,607;R;
ES0022000006459512WH;03/10/2016;8;0,261;R;
ES0022000006459512WH;03/10/2016;9;0,107;R;
ES0022000006459512WH;03/10/2016;10;0,054;R;
ES0022000006459512WH;03/10/2016;11;0,032;R;
ES0022000006459512WH;03/10/2016;12;0,081;R;
ES0022000006459512WH;03/10/2016;13;0,068;R;
ES0022000006459512WH;03/10/2016;14;0,032;R;
ES0022000006459512WH;03/10/2016;15;0,066;R;
ES0022000006459512WH;03/10/2016;16;0,084;R;
ES0022000006459512WH;03/10/2016;17;0,032;R;
ES0022000006459512WH;03/10/2016;18;0,047;R;
ES0022000006459512WH;03/10/2016;19;0,102;R;
ES0022000006459512WH;03/10/2016;20;0,034;R;
ES0022000006459512WH;03/10/2016;21;0,091;R;
ES0022000006459512WH;03/10/2016;22;0,435;R;
ES0022000006459512WH;03/10/2016;23;0,131;R;
ES0022000006459512WH;03/10/2016;24;0,092;R;
ES0022000006459512WH;04/10/2016;1;0,142;R;
ES0022000006459512WH;04/10/2016;2;0,037;R;
ES0022000006459512WH;04/10/2016;3;0,027;R;
ES0022000006459512WH;04/10/2016;4;0,125;R;
ES0022000006459512WH;04/10/2016;5;0,072;R;
ES0022000006459512WH;04/10/2016;6;1,051;R;
ES0022000006459512WH;04/10/2016;7;0,811;R;
ES0022000006459512WH;04/10/2016;8;0,199;R;
ES0022000006459512WH;04/10/2016;9;0,09;R;
ES0022000006459512WH;04/10/2016;10;0,077;R;
ES0022000006459512WH;04/10/2016;11;0,034;R;
ES0022000006459512WH;04/10/2016;12;0,071;R;
ES0022000006459512WH;04/10/2016;13;0,074;R;
ES0022000006459512WH;04/10/2016;14;0,033;R;
ES0022000006459512WH;04/10/2016;15;0,071;R;
ES0022000006459512WH;04/10/2016;16;0,074;R;
ES0022000006459512WH;04/10/2016;17;0,032;R;
ES0022000006459512WH;04/10/2016;18;0,068;R;
ES0022000006459512WH;04/10/2016;19;0,077;R;
ES0022000006459512WH;04/10/2016;20;0,115;R;
ES0022000006459512WH;04/10/2016;21;0,275;R;
ES0022000006459512WH;04/10/2016;22;0,122;R;
ES0022000006459512WH;04/10/2016;23;0,121;R;
ES0022000006459512WH;04/10/2016;24;0,136;R;
ES0022000006459512WH;05/10/2016;1;0,097;R;
ES0022000006459512WH;05/10/2016;2;0,051;R;
ES0022000006459512WH;05/10/2016;3;0,084;R;
ES0022000006459512WH;05/10/2016;4;0,05;R;
ES0022000006459512WH;05/10/2016;5;0,026;R;
ES0022000006459512WH;05/10/2016;6;1,041;R;
ES0022000006459512WH;05/10/2016;7;0,689;R;
ES0022000006459512WH;05/10/2016;8;0,185;R;
ES0022000006459512WH;05/10/2016;9;0,106;R;
ES0022000006459512WH;05/10/2016;10;0,056;R;
ES0022000006459512WH;05/10/2016;11;0,032;R;
ES0022000006459512WH;05/10/2016;12;0,088;R;
ES0022000006459512WH;05/10/2016;13;0,055;R;
ES0022000006459512WH;05/10/2016;14;0,032;R;
ES0022000006459512WH;05/10/2016;15;0,092;R;
ES0022000006459512WH;05/10/2016;16;0,058;R;
ES0022000006459512WH;05/10/2016;17;0,032;R;
ES0022000006459512WH;05/10/2016;18;0,083;R;
ES0022000006459512WH;05/10/2016;19;0,062;R;
ES0022000006459512WH;05/10/2016;20;0,102;R;
ES0022000006459512WH;05/10/2016;21;0,411;R;
ES0022000006459512WH;05/10/2016;22;0,144;R;
ES0022000006459512WH;05/10/2016;23;0,17;R;
ES0022000006459512WH;05/10/2016;24;0,155;R;
ES0022000006459512WH;06/10/2016;1;0,078;R;
ES0022000006459512WH;06/10/2016;2;0,055;R;
ES0022000006459512WH;06/10/2016;3;0,077;R;
ES0022000006459512WH;06/10/2016;4;0,026;R;
ES0022000006459512WH;06/10/2016;5;0,071;R;
ES0022000006459512WH;06/10/2016;6;1,049;R;
ES0022000006459512WH;06/10/2016;7;0,817;R;
ES0022000006459512WH;06/10/2016;8;0,381;R;
ES0022000006459512WH;06/10/2016;9;0,198;R;
ES0022000006459512WH;06/10/2016;10;0,037;R;
ES0022000006459512WH;06/10/2016;11;0,104;R;
ES0022000006459512WH;06/10/2016;12;0,079;R;
ES0022000006459512WH;06/10/2016;13;0,042;R;
ES0022000006459512WH;06/10/2016;14;0,093;R;
ES0022000006459512WH;06/10/2016;15;0,053;R;
ES0022000006459512WH;06/10/2016;16;0,033;R;
ES0022000006459512WH;06/10/2016;17;0,091;R;
ES0022000006459512WH;06/10/2016;18;0,055;R;
ES0022000006459512WH;06/10/2016;19;0,032;R;
ES0022000006459512WH;06/10/2016;20;0,1;R;
ES0022000006459512WH;06/10/2016;21;0,719;R;
ES0022000006459512WH;06/10/2016;22;0,178;R;
ES0022000006459512WH;06/10/2016;23;0,113;R;
ES0022000006459512WH;06/10/2016;24;0,088;R;
ES0022000006459512WH;07/10/2016;1;0,075;R;
ES0022000006459512WH;07/10/2016;2;0,105;R;
ES0022000006459512WH;07/10/2016;3;0,036;R;
ES0022000006459512WH;07/10/2016;4;0,036;R;
ES0022000006459512WH;07/10/2016;5;0,094;R;
ES0022000006459512WH;07/10/2016;6;1,008;R;
ES0022000006459512WH;07/10/2016;7;0,952;R;
ES0022000006459512WH;07/10/2016;8;0,225;R;
ES0022000006459512WH;07/10/2016;9;0,046;R;
ES0022000006459512WH;07/10/2016;10;0,068;R;
ES0022000006459512WH;07/10/2016;11;0,073;R;
ES0022000006459512WH;07/10/2016;12;0,032;R;
ES0022000006459512WH;07/10/2016;13;0,085;R;
ES0022000006459512WH;07/10/2016;14;0,066;R;
ES0022000006459512WH;07/10/2016;15;0,034;R;
ES0022000006459512WH;07/10/2016;16;0,085;R;
ES0022000006459512WH;07/10/2016;17;0,064;R;
ES0022000006459512WH;07/10/2016;18;0,033;R;
ES0022000006459512WH;07/10/2016;19;0,082;R;
ES0022000006459512WH;07/10/2016;20;0,077;R;
ES0022000006459512WH;07/10/2016;21;0,218;R;
ES0022000006459512WH;07/10/2016;22;0,264;R;
ES0022000006459512WH;07/10/2016;23;0,197;R;
ES0022000006459512WH;07/10/2016;24;0,136;R;
ES0022000006459512WH;08/10/2016;1;0,15;R;
ES0022000006459512WH;08/10/2016;2;0,082;R;
ES0022000006459512WH;08/10/2016;3;0,045;R;
ES0022000006459512WH;08/10/2016;4;0,1;R;
ES0022000006459512WH;08/10/2016;5;0,03;R;
ES0022000006459512WH;08/10/2016;6;0,986;R;
ES0022000006459512WH;08/10/2016;7;0,732;R;
ES0022000006459512WH;08/10/2016;8;0,035;R;
ES0022000006459512WH;08/10/2016;9;0,025;R;
ES0022000006459512WH;08/10/2016;10;0,202;R;
ES0022000006459512WH;08/10/2016;11;0,095;R;
ES0022000006459512WH;08/10/2016;12;0,037;R;
ES0022000006459512WH;08/10/2016;13;0,1;R;
ES0022000006459512WH;08/10/2016;14;0,176;R;
ES0022000006459512WH;08/10/2016;15;0,12;R;
ES0022000006459512WH;08/10/2016;16;0,129;R;
ES0022000006459512WH;08/10/2016;17;0,05;R;
ES0022000006459512WH;08/10/2016;18;0,046;R;
ES0022000006459512WH;08/10/2016;19;0,122;R;
ES0022000006459512WH;08/10/2016;20;0,048;R;
ES0022000006459512WH;08/10/2016;21;0,048;R;
ES0022000006459512WH;08/10/2016;22;0,119;R;
ES0022000006459512WH;08/10/2016;23;0,052;R;
ES0022000006459512WH;08/10/2016;24;0,062;R;
ES0022000006459512WH;09/10/2016;1;0,163;R;
ES0022000006459512WH;09/10/2016;2;0,104;R;
ES0022000006459512WH;09/10/2016;3;0,074;R;
ES0022000006459512WH;09/10/2016;4;0,099;R;
ES0022000006459512WH;09/10/2016;5;0,069;R;
ES0022000006459512WH;09/10/2016;6;1,045;R;
ES0022000006459512WH;09/10/2016;7;0,828;R;
ES0022000006459512WH;09/10/2016;8;0,088;R;
ES0022000006459512WH;09/10/2016;9;0,06;R;
ES0022000006459512WH;09/10/2016;10;0,152;R;
ES0022000006459512WH;09/10/2016;11;0,594;R;
ES0022000006459512WH;09/10/2016;12;0,162;R;
ES0022000006459512WH;09/10/2016;13;0,242;R;
ES0022000006459512WH;09/10/2016;14;0,725;R;
ES0022000006459512WH;09/10/2016;15;0,542;R;
ES0022000006459512WH;09/10/2016;16;0,111;R;
ES0022000006459512WH;09/10/2016;17;0,152;R;
ES0022000006459512WH;09/10/2016;18;0,072;R;
ES0022000006459512WH;09/10/2016;19;0,153;R;
ES0022000006459512WH;09/10/2016;20;0,113;R;
ES0022000006459512WH;09/10/2016;21;0,874;R;
ES0022000006459512WH;09/10/2016;22;1,125;R;
ES0022000006459512WH;09/10/2016;23;0,225;R;
ES0022000006459512WH;09/10/2016;24;0,142;R;
ES0022000006459512WH;10/10/2016;1;0,039;R;
ES0022000006459512WH;10/10/2016;2;0,07;R;
ES0022000006459512WH;10/10/2016;3;0,053;R;
ES0022000006459512WH;10/10/2016;4;0,036;R;
ES0022000006459512WH;10/10/2016;5;0,084;R;
