CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0022000006459512WH;24/10/2016;9;0,032;R;
ES0022000006459512WH;24/10/2016;10;0,066;R;
ES0022000006459512WH;24/10/2016;11;0,102;R;
ES0022000006459512WH;24/10/2016;12;0,097;R;
ES0022000006459512WH;24/10/2016;13;0,099;R;
ES0022000006459512WH;24/10/2016;14;0,034;R;
ES0022000006459512WH;24/10/2016;15;0,03;R;
ES0022000006459512WH;24/10/2016;16;0,029;R;
ES0022000006459512WH;24/10/2016;17;0,029;R;
ES0022000006459512WH;24/10/2016;18;0,059;R;
ES0022000006459512WH;24/10/2016;19;0,142;R;
ES0022000006459512WH;24/10/2016;20;0,176;R;
ES0022000006459512WH;24/10/2016;21;0,23;R;
ES0022000006459512WH;24/10/2016;22;0,096;R;
ES0022000006459512WH;24/10/2016;23;0,06;R;
ES0022000006459512WH;24/10/2016;24;0,133;R;
ES0022000006459512WH;25/10/2016;1;0,102;R;
ES0022000006459512WH;25/10/2016;2;0,101;R;
ES0022000006459512WH;25/10/2016;3;0,094;R;
ES0022000006459512WH;25/10/2016;4;0,046;R;
ES0022000006459512WH;25/10/2016;5;0,022;R;
ES0022000006459512WH;25/10/2016;6;0,913;R;
ES0022000006459512WH;25/10/2016;7;0,994;R;
ES0022000006459512WH;25/10/2016;8;0,262;R;
ES0022000006459512WH;25/10/2016;9;0,102;R;
ES0022000006459512WH;25/10/2016;10;0,07;R;
ES0022000006459512WH;25/10/2016;11;0,029;R;
ES0022000006459512WH;25/10/2016;12;0,03;R;
ES0022000006459512WH;25/10/2016;13;0,033;R;
ES0022000006459512WH;25/10/2016;14;0,073;R;
ES0022000006459512WH;25/10/2016;15;0,099;R;
ES0022000006459512WH;25/10/2016;16;0,095;R;
ES0022000006459512WH;25/10/2016;17;0,06;R;
ES0022000006459512WH;25/10/2016;18;0,029;R;
ES0022000006459512WH;25/10/2016;19;0,029;R;
ES0022000006459512WH;25/10/2016;20;0,119;R;
ES0022000006459512WH;25/10/2016;21;0,164;R;
ES0022000006459512WH;25/10/2016;22;0,168;R;
ES0022000006459512WH;25/10/2016;23;0,189;R;
ES0022000006459512WH;25/10/2016;24;0,11;R;
ES0022000006459512WH;26/10/2016;1;0,057;R;
ES0022000006459512WH;26/10/2016;2;0,057;R;
ES0022000006459512WH;26/10/2016;3;0,094;R;
ES0022000006459512WH;26/10/2016;4;0,089;R;
ES0022000006459512WH;26/10/2016;5;0,056;R;
ES0022000006459512WH;26/10/2016;6;0,967;R;
ES0022000006459512WH;26/10/2016;7;1,089;R;
ES0022000006459512WH;26/10/2016;8;0,261;R;
ES0022000006459512WH;26/10/2016;9;0,105;R;
ES0022000006459512WH;26/10/2016;10;0,049;R;
ES0022000006459512WH;26/10/2016;11;0,029;R;
ES0022000006459512WH;26/10/2016;12;0,029;R;
ES0022000006459512WH;26/10/2016;13;0,084;R;
ES0022000006459512WH;26/10/2016;14;0,102;R;
ES0022000006459512WH;26/10/2016;15;0,095;R;
ES0022000006459512WH;26/10/2016;16;0,041;R;
ES0022000006459512WH;26/10/2016;17;0,03;R;
ES0022000006459512WH;26/10/2016;18;0,031;R;
ES0022000006459512WH;26/10/2016;19;0,077;R;
ES0022000006459512WH;26/10/2016;20;0,564;R;
ES0022000006459512WH;26/10/2016;21;0,62;R;
ES0022000006459512WH;26/10/2016;22;0,137;R;
ES0022000006459512WH;26/10/2016;23;0,472;R;
ES0022000006459512WH;26/10/2016;24;0,091;R;
ES0022000006459512WH;27/10/2016;1;0,125;R;
ES0022000006459512WH;27/10/2016;2;0,095;R;
ES0022000006459512WH;27/10/2016;3;0,089;R;
ES0022000006459512WH;27/10/2016;4;0,053;R;
ES0022000006459512WH;27/10/2016;5;0,023;R;
ES0022000006459512WH;27/10/2016;6;0,823;R;
ES0022000006459512WH;27/10/2016;7;0,515;R;
ES0022000006459512WH;27/10/2016;8;0,529;R;
ES0022000006459512WH;27/10/2016;9;0,111;R;
ES0022000006459512WH;27/10/2016;10;0,057;R;
ES0022000006459512WH;27/10/2016;11;0,03;R;
ES0022000006459512WH;27/10/2016;12;0,029;R;
ES0022000006459512WH;27/10/2016;13;0,083;R;
ES0022000006459512WH;27/10/2016;14;0,102;R;
ES0022000006459512WH;27/10/2016;15;0,095;R;
ES0022000006459512WH;27/10/2016;16;0,089;R;
ES0022000006459512WH;27/10/2016;17;0,029;R;
ES0022000006459512WH;27/10/2016;18;0,029;R;
ES0022000006459512WH;27/10/2016;19;0,031;R;
ES0022000006459512WH;27/10/2016;20;0,319;R;
ES0022000006459512WH;27/10/2016;21;0,156;R;
ES0022000006459512WH;27/10/2016;22;0,392;R;
ES0022000006459512WH;27/10/2016;23;0,174;R;
ES0022000006459512WH;27/10/2016;24;0,252;R;
ES0022000006459512WH;28/10/2016;1;0,069;R;
ES0022000006459512WH;28/10/2016;2;0,045;R;
ES0022000006459512WH;28/10/2016;3;0,097;R;
ES0022000006459512WH;28/10/2016;4;0,09;R;
ES0022000006459512WH;28/10/2016;5;0,055;R;
ES0022000006459512WH;28/10/2016;6;1;R;
ES0022000006459512WH;28/10/2016;7;0,927;R;
ES0022000006459512WH;28/10/2016;8;0,185;R;
ES0022000006459512WH;28/10/2016;9;0,159;R;
ES0022000006459512WH;28/10/2016;10;0,094;R;
ES0022000006459512WH;28/10/2016;11;0,075;R;
ES0022000006459512WH;28/10/2016;12;0,03;R;
ES0022000006459512WH;28/10/2016;13;0,031;R;
ES0022000006459512WH;28/10/2016;14;0,035;R;
ES0022000006459512WH;28/10/2016;15;0,104;R;
ES0022000006459512WH;28/10/2016;16;0,097;R;
ES0022000006459512WH;28/10/2016;17;0,097;R;
ES0022000006459512WH;28/10/2016;18;0,073;R;
ES0022000006459512WH;28/10/2016;19;0,029;R;
ES0022000006459512WH;28/10/2016;20;0,097;R;
ES0022000006459512WH;28/10/2016;21;0,648;R;
ES0022000006459512WH;28/10/2016;22;1,193;R;
ES0022000006459512WH;28/10/2016;23;0,471;R;
ES0022000006459512WH;28/10/2016;24;0,409;R;
ES0022000006459512WH;29/10/2016;1;0,166;R;
ES0022000006459512WH;29/10/2016;2;0,05;R;
ES0022000006459512WH;29/10/2016;3;0,05;R;
ES0022000006459512WH;29/10/2016;4;0,101;R;
ES0022000006459512WH;29/10/2016;5;0,093;R;
ES0022000006459512WH;29/10/2016;6;1,064;R;
ES0022000006459512WH;29/10/2016;7;0,263;R;
ES0022000006459512WH;29/10/2016;8;0,023;R;
ES0022000006459512WH;29/10/2016;9;0,023;R;
ES0022000006459512WH;29/10/2016;10;0,069;R;
ES0022000006459512WH;29/10/2016;11;0,242;R;
ES0022000006459512WH;29/10/2016;12;0,21;R;
ES0022000006459512WH;29/10/2016;13;0,838;R;
ES0022000006459512WH;29/10/2016;14;0,036;R;
ES0022000006459512WH;29/10/2016;15;0,032;R;
ES0022000006459512WH;29/10/2016;16;0,073;R;
ES0022000006459512WH;29/10/2016;17;0,101;R;
ES0022000006459512WH;29/10/2016;18;0,097;R;
ES0022000006459512WH;29/10/2016;19;0,088;R;
ES0022000006459512WH;29/10/2016;20;0,033;R;
ES0022000006459512WH;29/10/2016;21;0,032;R;
ES0022000006459512WH;29/10/2016;22;0,032;R;
ES0022000006459512WH;29/10/2016;23;0,08;R;
ES0022000006459512WH;29/10/2016;24;0,142;R;
ES0022000006459512WH;30/10/2016;1;0,143;R;
ES0022000006459512WH;30/10/2016;2;0,131;R;
ES0022000006459512WH;30/10/2016;3;0,045;R;
ES0022000006459512WH;30/10/2016;4;0,036;R;
ES0022000006459512WH;30/10/2016;5;0,027;R;
ES0022000006459512WH;30/10/2016;6;1,028;R;
ES0022000006459512WH;30/10/2016;7;0,677;R;
ES0022000006459512WH;30/10/2016;8;0,094;R;
ES0022000006459512WH;30/10/2016;9;0,063;R;
ES0022000006459512WH;30/10/2016;10;0,027;R;
ES0022000006459512WH;30/10/2016;11;0,028;R;
ES0022000006459512WH;30/10/2016;12;0,056;R;
ES0022000006459512WH;30/10/2016;13;0,475;R;
ES0022000006459512WH;30/10/2016;14;0,231;R;
ES0022000006459512WH;30/10/2016;15;0,105;R;
ES0022000006459512WH;30/10/2016;16;0,052;R;
ES0022000006459512WH;30/10/2016;17;0,034;R;
ES0022000006459512WH;30/10/2016;18;0,032;R;
ES0022000006459512WH;30/10/2016;19;0,037;R;
ES0022000006459512WH;30/10/2016;20;0,116;R;
ES0022000006459512WH;30/10/2016;21;0,415;R;
ES0022000006459512WH;30/10/2016;22;1,23;R;
ES0022000006459512WH;30/10/2016;23;1,214;R;
ES0022000006459512WH;30/10/2016;24;0,295;R;
ES0022000006459512WH;30/10/2016;25;0,217;R;
ES0022000006459512WH;31/10/2016;1;0,115;R;
ES0022000006459512WH;31/10/2016;2;0,109;R;
ES0022000006459512WH;31/10/2016;3;0,096;R;
ES0022000006459512WH;31/10/2016;4;0,094;R;
ES0022000006459512WH;31/10/2016;5;0,862;R;
ES0022000006459512WH;31/10/2016;6;0,097;R;
ES0022000006459512WH;31/10/2016;7;0,025;R;
ES0022000006459512WH;31/10/2016;8;0,051;R;
ES0022000006459512WH;31/10/2016;9;0,106;R;
ES0022000006459512WH;31/10/2016;10;0,105;R;
ES0022000006459512WH;31/10/2016;11;0,283;R;
ES0022000006459512WH;31/10/2016;12;0,062;R;
ES0022000006459512WH;31/10/2016;13;0,034;R;
ES0022000006459512WH;31/10/2016;14;0,034;R;
ES0022000006459512WH;31/10/2016;15;0,222;R;
ES0022000006459512WH;31/10/2016;16;0,498;R;
ES0022000006459512WH;31/10/2016;17;0,415;R;
ES0022000006459512WH;31/10/2016;18;0,296;R;
ES0022000006459512WH;31/10/2016;19;0,269;R;
ES0022000006459512WH;31/10/2016;20;0,127;R;
ES0022000006459512WH;31/10/2016;21;0,114;R;
ES0022000006459512WH;31/10/2016;22;0,42;R;
ES0022000006459512WH;31/10/2016;23;0,593;R;
ES0022000006459512WH;31/10/2016;24;0,302;R;
ES0022000006459512WH;01/11/2016;1;0,31;R;
ES0022000006459512WH;01/11/2016;2;0,122;R;
ES0022000006459512WH;01/11/2016;3;0,033;R;
ES0022000006459512WH;01/11/2016;4;0,032;R;
ES0022000006459512WH;01/11/2016;5;1,152;R;
ES0022000006459512WH;01/11/2016;6;0,872;R;
ES0022000006459512WH;01/11/2016;7;0,091;R;
ES0022000006459512WH;01/11/2016;8;0,078;R;
ES0022000006459512WH;01/11/2016;9;0,035;R;
ES0022000006459512WH;01/11/2016;10;0,034;R;
ES0022000006459512WH;01/11/2016;11;0,041;R;
ES0022000006459512WH;01/11/2016;12;0,847;R;
ES0022000006459512WH;01/11/2016;13;0,555;R;
ES0022000006459512WH;01/11/2016;14;0,33;R;
ES0022000006459512WH;01/11/2016;15;0,123;R;
ES0022000006459512WH;01/11/2016;16;0,156;R;
ES0022000006459512WH;01/11/2016;17;0,362;R;
ES0022000006459512WH;01/11/2016;18;0,124;R;
ES0022000006459512WH;01/11/2016;19;0,444;R;
ES0022000006459512WH;01/11/2016;20;0,235;R;
ES0022000006459512WH;01/11/2016;21;0,444;R;
ES0022000006459512WH;01/11/2016;22;0,202;R;
ES0022000006459512WH;01/11/2016;23;0,156;R;
ES0022000006459512WH;01/11/2016;24;0,46;R;
ES0022000006459512WH;02/11/2016;1;0,398;R;
ES0022000006459512WH;02/11/2016;2;0,098;R;
ES0022000006459512WH;02/11/2016;3;0,08;R;
ES0022000006459512WH;02/11/2016;4;0,023;R;
ES0022000006459512WH;02/11/2016;5;1,069;R;
ES0022000006459512WH;02/11/2016;6;0,83;R;
ES0022000006459512WH;02/11/2016;7;0,095;R;
ES0022000006459512WH;02/11/2016;8;0,216;R;
ES0022000006459512WH;02/11/2016;9;0,094;R;
ES0022000006459512WH;02/11/2016;10;0,029;R;
ES0022000006459512WH;02/11/2016;11;0,029;R;
ES0022000006459512WH;02/11/2016;12;0,035;R;
ES0022000006459512WH;02/11/2016;13;0,102;R;
ES0022000006459512WH;02/11/2016;14;0,096;R;
ES0022000006459512WH;02/11/2016;15;0,094;R;
ES0022000006459512WH;02/11/2016;16;0,044;R;
ES0022000006459512WH;02/11/2016;17;0,031;R;
ES0022000006459512WH;02/11/2016;18;0,031;R;
ES0022000006459512WH;02/11/2016;19;0,063;R;
ES0022000006459512WH;02/11/2016;20;0,101;R;
ES0022000006459512WH;02/11/2016;21;0,149;R;
ES0022000006459512WH;02/11/2016;22;0,485;R;
ES0022000006459512WH;02/11/2016;23;0,215;R;
ES0022000006459512WH;02/11/2016;24;0,514;R;
ES0022000006459512WH;03/11/2016;1;0,085;R;
ES0022000006459512WH;03/11/2016;2;0,101;R;
ES0022000006459512WH;03/11/2016;3;0,094;R;
ES0022000006459512WH;03/11/2016;4;0,091;R;
ES0022000006459512WH;03/11/2016;5;1,1;R;
ES0022000006459512WH;03/11/2016;6;0,733;R;
ES0022000006459512WH;03/11/2016;7;0,054;R;
ES0022000006459512WH;03/11/2016;8;0,091;R;
ES0022000006459512WH;03/11/2016;9;0,134;R;
ES0022000006459512WH;03/11/2016;10;0,098;R;
ES0022000006459512WH;03/11/2016;11;0,094;R;
ES0022000006459512WH;03/11/2016;12;0,07;R;
ES0022000006459512WH;03/11/2016;13;0,029;R;
ES0022000006459512WH;03/11/2016;14;0,03;R;
ES0022000006459512WH;03/11/2016;15;0,031;R;
ES0022000006459512WH;03/11/2016;16;0,104;R;
ES0022000006459512WH;03/11/2016;17;0,097;R;
ES0022000006459512WH;03/11/2016;18;0,095;R;
ES0022000006459512WH;03/11/2016;19;0,079;R;
ES0022000006459512WH;03/11/2016;20;0,047;R;
ES0022000006459512WH;03/11/2016;21;0,03;R;
ES0022000006459512WH;03/11/2016;22;0,076;R;
ES0022000006459512WH;03/11/2016;23;0,147;R;
ES0022000006459512WH;03/11/2016;24;0,146;R;
ES0022000006459512WH;04/11/2016;1;0,154;R;
ES0022000006459512WH;04/11/2016;2;0,037;R;
ES0022000006459512WH;04/11/2016;3;0,025;R;
ES0022000006459512WH;04/11/2016;4;0,022;R;
ES0022000006459512WH;04/11/2016;5;1,089;R;
ES0022000006459512WH;04/11/2016;6;0,714;R;
ES0022000006459512WH;04/11/2016;7;0,235;R;
ES0022000006459512WH;04/11/2016;8;0,079;R;
ES0022000006459512WH;04/11/2016;9;0,039;R;
ES0022000006459512WH;04/11/2016;10;0,031;R;
ES0022000006459512WH;04/11/2016;11;0,033;R;
ES0022000006459512WH;04/11/2016;12;0,107;R;
ES0022000006459512WH;04/11/2016;13;0,098;R;
ES0022000006459512WH;04/11/2016;14;0,096;R;
ES0022000006459512WH;04/11/2016;15;0,094;R;
ES0022000006459512WH;04/11/2016;16;0,126;R;
ES0022000006459512WH;04/11/2016;17;0,142;R;
ES0022000006459512WH;04/11/2016;18;0,064;R;
ES0022000006459512WH;04/11/2016;19;0,082;R;
ES0022000006459512WH;04/11/2016;20;0,104;R;
ES0022000006459512WH;04/11/2016;21;0,136;R;
ES0022000006459512WH;04/11/2016;22;0,094;R;
ES0022000006459512WH;04/11/2016;23;0,059;R;
ES0022000006459512WH;04/11/2016;24;0,029;R;
ES0022000006459512WH;05/11/2016;1;0,03;R;
ES0022000006459512WH;05/11/2016;2;0,053;R;
ES0022000006459512WH;05/11/2016;3;0,097;R;
ES0022000006459512WH;05/11/2016;4;0,09;R;
ES0022000006459512WH;05/11/2016;5;1,07;R;
ES0022000006459512WH;05/11/2016;6;0,634;R;
ES0022000006459512WH;05/11/2016;7;0,048;R;
ES0022000006459512WH;05/11/2016;8;0,023;R;
ES0022000006459512WH;05/11/2016;9;0,022;R;
ES0022000006459512WH;05/11/2016;10;0,081;R;
ES0022000006459512WH;05/11/2016;11;0,101;R;
ES0022000006459512WH;05/11/2016;12;0,118;R;
ES0022000006459512WH;05/11/2016;13;0,077;R;
ES0022000006459512WH;05/11/2016;14;0,912;R;
ES0022000006459512WH;05/11/2016;15;0,614;R;
ES0022000006459512WH;05/11/2016;16;0,234;R;
ES0022000006459512WH;05/11/2016;17;0,132;R;
ES0022000006459512WH;05/11/2016;18;0,17;R;
ES0022000006459512WH;05/11/2016;19;0,133;R;
ES0022000006459512WH;05/11/2016;20;0,088;R;
ES0022000006459512WH;05/11/2016;21;0,1;R;
ES0022000006459512WH;05/11/2016;22;0,455;R;
ES0022000006459512WH;05/11/2016;23;0,152;R;
ES0022000006459512WH;05/11/2016;24;0,117;R;
ES0022000006459512WH;06/11/2016;1;0,092;R;
ES0022000006459512WH;06/11/2016;2;0,054;R;
ES0022000006459512WH;06/11/2016;3;0,032;R;
ES0022000006459512WH;06/11/2016;4;0,022;R;
ES0022000006459512WH;06/11/2016;5;0,917;R;
ES0022000006459512WH;06/11/2016;6;0,367;R;
ES0022000006459512WH;06/11/2016;7;0,089;R;
ES0022000006459512WH;06/11/2016;8;0,052;R;
ES0022000006459512WH;06/11/2016;9;0,024;R;
ES0022000006459512WH;06/11/2016;10;0,028;R;
ES0022000006459512WH;06/11/2016;11;0,036;R;
ES0022000006459512WH;06/11/2016;12;0,067;R;
ES0022000006459512WH;06/11/2016;13;0,107;R;
ES0022000006459512WH;06/11/2016;14;1,087;R;
ES0022000006459512WH;06/11/2016;15;0,346;R;
ES0022000006459512WH;06/11/2016;16;0,156;R;
ES0022000006459512WH;06/11/2016;17;0,045;R;
ES0022000006459512WH;06/11/2016;18;0,051;R;
ES0022000006459512WH;06/11/2016;19;0,161;R;
ES0022000006459512WH;06/11/2016;20;0,151;R;
ES0022000006459512WH;06/11/2016;21;0,148;R;
ES0022000006459512WH;06/11/2016;22;0,082;R;
ES0022000006459512WH;06/11/2016;23;0,171;R;
ES0022000006459512WH;06/11/2016;24;0,097;R;
ES0022000006459512WH;07/11/2016;1;0,169;R;
ES0022000006459512WH;07/11/2016;2;0,124;R;
ES0022000006459512WH;07/11/2016;3;0,103;R;
ES0022000006459512WH;07/11/2016;4;0,023;R;
ES0022000006459512WH;07/11/2016;5;0,998;R;
ES0022000006459512WH;07/11/2016;6;0,635;R;
ES0022000006459512WH;07/11/2016;7;0,177;R;
ES0022000006459512WH;07/11/2016;8;0,195;R;
ES0022000006459512WH;07/11/2016;9;0,148;R;
ES0022000006459512WH;07/11/2016;10;0,061;R;
ES0022000006459512WH;07/11/2016;11;0,029;R;
ES0022000006459512WH;07/11/2016;12;0,029;R;
ES0022000006459512WH;07/11/2016;13;0,029;R;
ES0022000006459512WH;07/11/2016;14;0,077;R;
ES0022000006459512WH;07/11/2016;15;0,099;R;
ES0022000006459512WH;07/11/2016;16;0,094;R;
ES0022000006459512WH;07/11/2016;17;0,053;R;
ES0022000006459512WH;07/11/2016;18;0,117;R;
ES0022000006459512WH;07/11/2016;19;0,12;R;
ES0022000006459512WH;07/11/2016;20;0,148;R;
ES0022000006459512WH;07/11/2016;21;0,351;R;
ES0022000006459512WH;07/11/2016;22;0,168;R;
ES0022000006459512WH;07/11/2016;23;0,135;R;
ES0022000006459512WH;07/11/2016;24;0,233;R;
ES0022000006459512WH;08/11/2016;1;0,075;R;
ES0022000006459512WH;08/11/2016;2;0,027;R;
ES0022000006459512WH;08/11/2016;3;0,025;R;
ES0022000006459512WH;08/11/2016;4;0,051;R;
ES0022000006459512WH;08/11/2016;5;1,106;R;
ES0022000006459512WH;08/11/2016;6;0,771;R;
ES0022000006459512WH;08/11/2016;7;0,202;R;
ES0022000006459512WH;08/11/2016;8;0,074;R;
ES0022000006459512WH;08/11/2016;9;0,13;R;
ES0022000006459512WH;08/11/2016;10;0,029;R;
ES0022000006459512WH;08/11/2016;11;0,078;R;
ES0022000006459512WH;08/11/2016;12;0,098;R;
ES0022000006459512WH;08/11/2016;13;0,094;R;
ES0022000006459512WH;08/11/2016;14;0,05;R;
ES0022000006459512WH;08/11/2016;15;0,029;R;
ES0022000006459512WH;08/11/2016;16;0,029;R;
ES0022000006459512WH;08/11/2016;17;0,029;R;
ES0022000006459512WH;08/11/2016;18;0,075;R;
ES0022000006459512WH;08/11/2016;19;0,412;R;
ES0022000006459512WH;08/11/2016;20;0,278;R;
ES0022000006459512WH;08/11/2016;21;0,788;R;
ES0022000006459512WH;08/11/2016;22;0,08;R;
ES0022000006459512WH;08/11/2016;23;0,231;R;
ES0022000006459512WH;08/11/2016;24;0,053;R;
ES0022000006459512WH;09/11/2016;1;0,1;R;
ES0022000006459512WH;09/11/2016;2;0,091;R;
ES0022000006459512WH;09/11/2016;3;0,106;R;
ES0022000006459512WH;09/11/2016;4;0,077;R;
ES0022000006459512WH;09/11/2016;5;1,022;R;
ES0022000006459512WH;09/11/2016;6;0,624;R;
ES0022000006459512WH;09/11/2016;7;0,153;R;
ES0022000006459512WH;09/11/2016;8;0,055;R;
ES0022000006459512WH;09/11/2016;9;0,108;R;
ES0022000006459512WH;09/11/2016;10;0,142;R;
ES0022000006459512WH;09/11/2016;11;0,092;R;
ES0022000006459512WH;09/11/2016;12;0,458;R;
ES0022000006459512WH;09/11/2016;13;0,35;R;
ES0022000006459512WH;09/11/2016;14;0,202;R;
ES0022000006459512WH;09/11/2016;15;0,084;R;
ES0022000006459512WH;09/11/2016;16;0,475;R;
ES0022000006459512WH;09/11/2016;17;0,119;R;
ES0022000006459512WH;09/11/2016;18;0,114;R;
ES0022000006459512WH;09/11/2016;19;0,064;R;
ES0022000006459512WH;09/11/2016;20;0,074;R;
ES0022000006459512WH;09/11/2016;21;0,252;R;
ES0022000006459512WH;09/11/2016;22;0,358;R;
ES0022000006459512WH;09/11/2016;23;0,372;R;
ES0022000006459512WH;09/11/2016;24;0,159;R;
ES0022000006459512WH;10/11/2016;1;0,092;R;
ES0022000006459512WH;10/11/2016;2;0,027;R;
ES0022000006459512WH;10/11/2016;3;0,025;R;
ES0022000006459512WH;10/11/2016;4;0,028;R;
ES0022000006459512WH;10/11/2016;5;1,046;R;
ES0022000006459512WH;10/11/2016;6;0,658;R;
ES0022000006459512WH;10/11/2016;7;0,234;R;
ES0022000006459512WH;10/11/2016;8;0,166;R;
ES0022000006459512WH;10/11/2016;9;0,05;R;
ES0022000006459512WH;10/11/2016;10;0,03;R;
ES0022000006459512WH;10/11/2016;11;0,097;R;
ES0022000006459512WH;10/11/2016;12;0,097;R;
ES0022000006459512WH;10/11/2016;13;0,088;R;
ES0022000006459512WH;10/11/2016;14;0,03;R;
ES0022000006459512WH;10/11/2016;15;0,03;R;
ES0022000006459512WH;10/11/2016;16;0,029;R;
ES0022000006459512WH;10/11/2016;17;0,041;R;
ES0022000006459512WH;10/11/2016;18;0,103;R;
ES0022000006459512WH;10/11/2016;19;0,096;R;
ES0022000006459512WH;10/11/2016;20;0,879;R;
ES0022000006459512WH;10/11/2016;21;0,16;R;
ES0022000006459512WH;10/11/2016;22;0,19;R;
ES0022000006459512WH;10/11/2016;23;0,121;R;
ES0022000006459512WH;10/11/2016;24;0,161;R;
ES0022000006459512WH;11/11/2016;1;0,093;R;
ES0022000006459512WH;11/11/2016;2;0,056;R;
ES0022000006459512WH;11/11/2016;3;0,065;R;
ES0022000006459512WH;11/11/2016;4;0,037;R;
ES0022000006459512WH;11/11/2016;5;1,077;R;
ES0022000006459512WH;11/11/2016;6;0,795;R;
ES0022000006459512WH;11/11/2016;7;0,179;R;
ES0022000006459512WH;11/11/2016;8;0,172;R;
ES0022000006459512WH;11/11/2016;9;0,06;R;
ES0022000006459512WH;11/11/2016;10;0,03;R;
ES0022000006459512WH;11/11/2016;11;0,095;R;
ES0022000006459512WH;11/11/2016;12;0,03;R;
ES0022000006459512WH;11/11/2016;13;0,04;R;
ES0022000006459512WH;11/11/2016;14;0,085;R;
ES0022000006459512WH;11/11/2016;15;0,069;R;
ES0022000006459512WH;11/11/2016;16;0,072;R;
ES0022000006459512WH;11/11/2016;17;0,062;R;
ES0022000006459512WH;11/11/2016;18;0,032;R;
ES0022000006459512WH;11/11/2016;19;0,091;R;
ES0022000006459512WH;11/11/2016;20;0,714;R;
ES0022000006459512WH;11/11/2016;21;0,06;R;
ES0022000006459512WH;11/11/2016;22;0,096;R;
ES0022000006459512WH;11/11/2016;23;0,03;R;
ES0022000006459512WH;11/11/2016;24;0,053;R;
ES0022000006459512WH;12/11/2016;1;0,075;R;
ES0022000006459512WH;12/11/2016;2;0,05;R;
ES0022000006459512WH;12/11/2016;3;0,073;R;
ES0022000006459512WH;12/11/2016;4;0,048;R;
ES0022000006459512WH;12/11/2016;5;0,99;R;
ES0022000006459512WH;12/11/2016;6;0,804;R;
ES0022000006459512WH;12/11/2016;7;0,028;R;
ES0022000006459512WH;12/11/2016;8;0,022;R;
ES0022000006459512WH;12/11/2016;9;0,087;R;
ES0022000006459512WH;12/11/2016;10;0,021;R;
ES0022000006459512WH;12/11/2016;11;0,224;R;
ES0022000006459512WH;12/11/2016;12;0,304;R;
ES0022000006459512WH;12/11/2016;13;0,081;R;
ES0022000006459512WH;12/11/2016;14;0,08;R;
ES0022000006459512WH;12/11/2016;15;0,066;R;
ES0022000006459512WH;12/11/2016;16;0,044;R;
ES0022000006459512WH;12/11/2016;17;0,102;R;
ES0022000006459512WH;12/11/2016;18;0,115;R;
ES0022000006459512WH;12/11/2016;19;0,287;R;
ES0022000006459512WH;12/11/2016;20;0,175;R;
ES0022000006459512WH;12/11/2016;21;0,099;R;
ES0022000006459512WH;12/11/2016;22;0,384;R;
ES0022000006459512WH;12/11/2016;23;0,074;R;
ES0022000006459512WH;12/11/2016;24;0,058;R;
ES0022000006459512WH;13/11/2016;1;0,12;R;
ES0022000006459512WH;13/11/2016;2;0,049;R;
ES0022000006459512WH;13/11/2016;3;0,087;R;
ES0022000006459512WH;13/11/2016;4;0,056;R;
ES0022000006459512WH;13/11/2016;5;0,984;R;
ES0022000006459512WH;13/11/2016;6;0,664;R;
ES0022000006459512WH;13/11/2016;7;0,038;R;
ES0022000006459512WH;13/11/2016;8;0,058;R;
ES0022000006459512WH;13/11/2016;9;0,074;R;
ES0022000006459512WH;13/11/2016;10;0,25;R;
ES0022000006459512WH;13/11/2016;11;0,667;R;
ES0022000006459512WH;13/11/2016;12;0,333;R;
ES0022000006459512WH;13/11/2016;13;0,179;R;
ES0022000006459512WH;13/11/2016;14;1,829;R;
ES0022000006459512WH;13/11/2016;15;0,101;R;
ES0022000006459512WH;13/11/2016;16;0,133;R;
ES0022000006459512WH;13/11/2016;17;0,108;R;
ES0022000006459512WH;13/11/2016;18;0,141;R;
ES0022000006459512WH;13/11/2016;19;0,106;R;
ES0022000006459512WH;13/11/2016;20;0,048;R;
ES0022000006459512WH;13/11/2016;21;0,161;R;
ES0022000006459512WH;13/11/2016;22;0,336;R;
ES0022000006459512WH;13/11/2016;23;0,226;R;
ES0022000006459512WH;13/11/2016;24;0,108;R;
ES0022000006459512WH;14/11/2016;1;0,121;R;
ES0022000006459512WH;14/11/2016;2;0,04;R;
ES0022000006459512WH;14/11/2016;3;0,045;R;
ES0022000006459512WH;14/11/2016;4;0,065;R;
ES0022000006459512WH;14/11/2016;5;1,04;R;
ES0022000006459512WH;14/11/2016;6;0,859;R;
ES0022000006459512WH;14/11/2016;7;0,09;R;
ES0022000006459512WH;14/11/2016;8;0,139;R;
ES0022000006459512WH;14/11/2016;9;0,071;R;
ES0022000006459512WH;14/11/2016;10;0,03;R;
ES0022000006459512WH;14/11/2016;11;0,09;R;
ES0022000006459512WH;14/11/2016;12;0,029;R;
ES0022000006459512WH;14/11/2016;13;0,065;R;
ES0022000006459512WH;14/11/2016;14;0,054;R;
ES0022000006459512WH;14/11/2016;15;0,03;R;
ES0022000006459512WH;14/11/2016;16;0,088;R;
ES0022000006459512WH;14/11/2016;17;0,029;R;
ES0022000006459512WH;14/11/2016;18;0,067;R;
ES0022000006459512WH;14/11/2016;19;0,077;R;
ES0022000006459512WH;14/11/2016;20;0,364;R;
